domain	bias_rating	category	mbfc_ideo	ave_m	ave_m_log10
magazine.atavist.com	left-center	leftcenter	-1.0	74469.0	4.87198135384337
thirdway.org	least biased	center	0.0	74370.0	4.871397781487484
kentuckynewera.com	right-center	right-center	1.0	74280.0	4.870871895067743
bonnercountydailybee.com	least biased	center	0.0	74195.0	4.8703804925465
troymessenger.com	right-center	right-center	1.0	74010.0	4.869290404209399
thedailyvox.co.za	left	left	-1.0	73798.0	4.868050477034094
enewscourier.com	left-center	leftcenter	-1.0	73395.0	4.865672391996944
represent.us		leftcenter	-1.0	73363.0	4.865483002195347
citizensforethics.org	left-center	leftcenter	-1.0	72918.0	4.862840704175755
americanpressinstitute.org	least biased	center	0.0	72836.0	4.862352049831877
clantonadvertiser.com	right-center	right-center	1.0	72600.0	4.860936620700094
gctelegram.com	least biased	center	0.0	72533.0	4.860541627965359
blacklivesmatter.com	left	left	-1.0	72516.0	4.8604398292018045
msmagazine.com	left	left	-1.0	72240.0	4.858783749092216
au.org	left	left	-1.0	71587.0	4.854840229423046
fairmontsentinel.com	least biased	center	0.0	71297.0	4.853077347507599
thereporteronline.com	least biased	center	0.0	71259.0	4.8528458180149965
thehumanist.com	left-center	leftcenter	-1.0	70864.0	4.85043179146035
clintonherald.com	left-center	leftcenter	-1.0	70518.0	4.8483061451252825
ihr.org	extreme right	fake-news	1.0	70478.0	4.848059733406788
freedomnewsreport.com	right	fake-news	1.0	70360.0	4.847325830785423
cair.com	right-center	fake-news	1.0	70190.0	4.846275242412213
americanaffairsjournal.org	right-center	right-center	1.0	69820.0	4.84397984447816
greenfieldreporter.com	right-center	right-center	1.0	69573.0	4.84244697285584
thevarsity.ca	left-center	leftcenter	-1.0	69173.0	4.839942889567655
ravallirepublic.com	least biased	center	0.0	69102.0	4.839496902007541
itep.org	left-center	leftcenter	-1.0	68885.0	4.838130967327805
hillsdale.net	left-center	leftcenter	-1.0	68292.0	4.83437619098504
jonesborosun.com	right-center	right-center	1.0	67980.0	4.832381160247041
iwpr.org	least biased	center	0.0	67693.0	4.830550177069664
capitalresearch.org	right	right	1.0	67689.0	4.830524514097259
pgpf.org	least biased	center	0.0	67385.0	4.828569677628779
leftaction.com	extreme left	fake-news	-1.0	66750.0	4.8244512700366124
us24news.com	extreme right	fake-news	1.0	65820.0	4.818357877958355
leftvoice.org	left	left	-1.0	65638.0	4.817161956022279
newspress.com	right	right	1.0	65500.0	4.816241299991783
workers.org	far left	left	-1.0	65198.0	4.814240934722528
alreporter.com	least biased	center	0.0	64894.0	4.812211236768618
weeklyworldnews.com	left satire	satire	-1.0	64849.0	4.811909980420099
timesenterprise.com	left-center	leftcenter	-1.0	64649.0	4.810568529216413
swvatoday.com	least biased	center	0.0	64410.0	4.808953299155911
fedsoc.org	right	right	1.0	64358.0	4.808609287480195
dailynorthwestern.com		center	0.0	64301.0	4.808224481096161
corsicanadailysun.com	left-center	leftcenter	-1.0	64300.0	4.808217727062711
nationandstate.com	far right	fake-news	1.0	63920.0	4.805636766305935
harvardpolitics.com	left-center	leftcenter	-1.0	63640.0	4.803736995158545
thetowntalk.com	least biased	center	0.0	63387.0	4.802007049253181
nationaljournal.com	least biased	center	0.0	63041.0	4.799629982641171
yorknewstimes.com	least biased	center	0.0	62720.0	4.797406049676382
usaspending.gov	least biased	center	0.0	62706.0	4.797316023951698
theadanews.com	left-center	leftcenter	-1.0	61526.0	4.789065739804283
heterodoxacademy.org	least biased	center	0.0	61046.0	4.785664326504347
cei.org	far right-bias	fake-news	1.0	61034.0	4.785578948908967
popularresistance.org		left	-1.0	60791.0	4.783846431502154
usafacts.org	least biased	center	0.0	60714.0	4.783295999352846
cnas.org	left-center	leftcenter	-1.0	60073.0	4.77868655021091
larouchepac.com	right conspiracy-pseudoscience	conspiracy	1.0	60053.0	4.778541939633554
opslens.com	right	right	1.0	59973.0	4.7779630153209425
secondamendmentdaily.com	extreme right	fake-news	1.0	59560.0	4.774954689080139
newbostonpost.com	right	right	1.0	59474.0	4.774334450709304
rstreet.org	right-center	right-center	1.0	59434.0	4.774042267042137
justfacts.com	right-center	right-center	1.0	59321.0	4.773215784539786
naturalsociety.com	left conspiracy-pseudoscience	conspiracy	-1.0	59141.0	4.771896006938106
the-leader.com	left-center	leftcenter	-1.0	59125.66666666666	4.771783395842017
yc.news	right	fake-news	1.0	59100.0	4.771587480881255
theobjectivestandard.com	right-center	right-center	1.0	58955.0	4.7705280101824465
ruidosonews.com	least biased	center	0.0	58817.0	4.769510253021594
merionwest.com	least biased	center	0.0	58640.0	4.768201367683189
thegleaner.com	left-center	leftcenter	-1.0	58270.0	4.76544501809015
codepink.org	left	left	-1.0	57864.0	4.762415957459051
commercial-news.com	left-center	leftcenter	-1.0	57792.0	4.761875239017848
asiasentinel.com	left-center	leftcenter	-1.0	57760.0	4.761627184561583
ukiahdailyjournal.com	least biased	center	0.0	57560.0	4.760120785264568
wytv.com	least biased	center	0.0	57405.0	4.758957286661231
haidagwaiiobserver.com	left-center	leftcenter	-1.0	57300.0	4.75815462196739
prri.org		center	0.0	56873.0	4.754913773651104
newmatilda.com	left	leftcenter	-1.0	56499.0	4.752048447819439
knowherenews.com		center	0.0	56317.0	4.750647223470942
mackinac.org	right-center	right-center	1.0	56301.0	4.750523822445241
revcom.us		left	-1.0	56255.0	4.750168849057659
ottumwacourier.com	left-center	leftcenter	-1.0	56250.0	4.7501225267834
tiftongazette.com	left-center	leftcenter	-1.0	55122.66666666666	4.74133809787159
palestineherald.com	left-center	leftcenter	-1.0	54780.0	4.738622027917943
bradford-delong.com	left	left	-1.0	54648.0	4.737582219378944
ijpr.org	left-center	leftcenter	-1.0	54333.0	4.735071678418253
americanlookout.com	extreme right	fake-news	1.0	54196.0	4.7339752474331345
fpif.org	left-center	leftcenter	-1.0	54125.0	4.733405933203824
ageofautism.com	right pseudoscience	conspiracy	1.0	53986.0	4.732289194860667
discovery.org	right conspiracy-pseudoscience	conspiracy	1.0	53902.0	4.731612936748681
knightfoundation.org	left-center	leftcenter	-1.0	53837.0	4.731088918134624
tenthamendmentcenter.com	right	right	1.0	53830.0	4.731024379815688
smobserved.com	right	fake-news	1.0	53430.0	4.727785174182906
ebar.com	left	left	-1.0	53122.0	4.72528259284069
crimethinc.com	left	left	-1.0	52393.0	4.719281555760674
naturalnewsblogs.com	right conspiracy-pseudoscience	conspiracy	1.0	52028.0	4.71624547881444
baxterbulletin.com	left-center	leftcenter	-1.0	51957.0	4.715652425586503
niskanencenter.org	left-center	leftcenter	-1.0	51770.0	4.714086553822642
thecabin.net	right-center	right-center	1.0	51318.0	4.71027818514028
readfrontier.org	left-center	leftcenter	-1.0	51210.0	4.709354775834396
beinglibertarian.com	right-center	right-center	1.0	51108.0	4.708497383621435
ivn.us	least biased	center	0.0	50929.0	4.706973676176178
votevets.org	left-center	leftcenter	-1.0	50711.0	4.70511073876392
examiner.net	least biased	center	0.0	50690.33333333334	4.704933714614478
atmoreadvance.com	right-center	right-center	1.0	50370.0	4.702171950857712
longwarjournal.org	right-center	right-center	1.0	50000.0	4.698970004336019
ldnews.com	least biased	center	0.0	50000.0	4.698970004336019
britainfirst.org	extreme right	fake-news	1.0	50000.0	4.698970004336019
cloverchronicle.com	extreme right	fake-news	1.0	50000.0	4.698970004336019
readsludge.com	left	left	-1.0	50000.0	4.698970004336019
africanexponent.com	left	fake-news	-1.0	50000.0	4.698970004336019
dailypoliticalnewswire.com	right	fake-news	1.0	50000.0	4.698970004336019
swampdrain.com	extreme right	fake-news	1.0	50000.0	4.698970004336019
tvw.org	least biased	center	0.0	50000.0	4.698970004336019
riverdalepress.com	least biased	center	0.0	50000.0	4.698970004336019
tplnews.com	extreme left	fake-news	-1.0	50000.0	4.698970004336019
klewtv.com	right-center	right-center	1.0	49454.0	4.694210206198834
chinookobserver.com	least biased	center	0.0	48923.0	4.689521957499782
newslookup.com	least biased	center	0.0	48794.0	4.688375322337535
citizen.org		leftcenter	-1.0	48734.0	4.687840970400664
newtondailynews.com	least biased	center	0.0	48664.0	4.687216727711397
followthemoney.org	least biased	center	0.0	48533.0	4.686046085799926
thepeoplescube.com	right-satire	satire	1.0	48077.0	4.6819463931246785
stiltonsplace.blogspot.com	right satire	satire	1.0	47619.0	4.6777893910688615
fwweekly.com	left-center	leftcenter	-1.0	46993.0	4.672042412547821
chicagoreporter.com	left	left	-1.0	46269.0	4.665299499499897
taxjustice.net	left-center	leftcenter	-1.0	45800.0	4.660874960312619
worldcrunch.com	left-center	leftcenter	-1.0	45671.0	4.659650029998627
allgov.com	left-center	leftcenter	-1.0	45657.0	4.659516883764218
delgazette.com	right-center	right-center	1.0	45643.0	4.659383696697247
yaf.org	right	right	1.0	45531.0	4.658316727178102
dailyheadlines.net	extreme right	fake-news	1.0	45431.0	4.657361855675402
conservativefreepress.com	extreme right	fake-news	1.0	45296.0	4.656069439836465
egbertowillies.com	left	left	-1.0	45186.0	4.6550135091405735
taxpayer.com	right-center	right-center	1.0	44744.0	4.650744512417744
craigdailypress.com	least biased	center	0.0	44301.0	4.64642333275484
journal-advocate.com	least biased	center	0.0	43354.0	4.637039190559404
economicpolicyjournal.com	right	right	1.0	43348.0	4.636979083369527
anchoragepress.com	right-center	right-center	1.0	43296.66666666666	4.636464492632911
rantt.com		left	-1.0	43144.0	4.634930473325185
pekintimes.com	left-center	leftcenter	-1.0	43065.66666666666	4.634141258939403
unwatch.org	right	right	1.0	43065.0	4.634134536062571
libertyhangout.org	extreme right	fake-news	1.0	43001.0	4.633488654853184
freedomainradio.com	alt-right conspiracy	conspiracy	1.0	42773.0	4.631179865096633
canadians.org	left-center	leftcenter	-1.0	42650.0	4.629929218138726
freedomnews.org.uk	left	left	-1.0	42567.0	4.629083245916666
gainesvilleregister.com	left-center	leftcenter	-1.0	42536.0	4.62876685723129
cw33.com	least biased	center	0.0	42502.333333333336	4.628422991026911
wallstreetonparade.com	left-center	left	-1.0	42489.0	4.628286731089514
globalslaveryindex.org	least biased	center	0.0	42078.0	4.624065410336692
wearechange.org	right conspiracy-pseudoscience	conspiracy	1.0	41741.0	4.620573253741293
centerforsecuritypolicy.org	far right	fake-news	1.0	41515.0	4.6182155032794165
ussanews.com	extreme right	fake-news	1.0	41391.0	4.616916411372468
greanvillepost.com	left conspiracy-pseudoscience	conspiracy	-1.0	41364.0	4.616633028663394
lozierinstitute.org	right	right	1.0	41201.0	4.614918297777849
eurasiagroup.net	left-center	center	-1.0	40982.0	4.612603746055374
capoliticalreview.com	right-center	right-center	1.0	40843.0	4.611128267520181
personalliberty.com	extreme right	fake-news	1.0	40750.0	4.6101382704785285
americanfreepress.net	right conspiracy-pseudoscience	conspiracy	1.0	40322.0	4.605552835812909
ntknetwork.com		right	1.0	40011.0	4.60219026013319
demos.org	left-center	leftcenter	-1.0	39858.0	4.6005263987315095
unicornriot.ninja	left	left	-1.0	39571.0	4.597388000405372
theihs.org	right-center	right-center	1.0	39280.0	4.594182535351007
ronpaullibertyreport.com	right	right	1.0	39231.0	4.593640448502303
globalriskinsights.com	left-center	leftcenter	-1.0	39092.0	4.59209899950497
nolabels.org	least biased	center	0.0	38498.0	4.585449448985846
verafiles.org	left-center	leftcenter	-1.0	38023.0	4.580057801286702
conservativepapers.com	right	fake-news	1.0	37844.0	4.578008509573256
sociable.co	least biased	center	0.0	37512.0	4.574181797057869
sbgi.net	right	right	1.0	37490.0	4.573927024542379
redpepper.org.uk		left	-1.0	37300.0	4.571720474936312
freewestmedia.com	right	fake-news	1.0	37281.0	4.571499202117179
ukcolumn.org	right conspiracy	conspiracy	1.0	36561.0	4.563029944315808
fortmorgantimes.com	least biased	center	0.0	36482.66666666666	4.562098479137672
kuaf.com	left-center	leftcenter	-1.0	36112.0	4.557663567887565
2ndvote.com	right	right	1.0	36095.0	4.55745907796723
ridgecrestca.com	left-center	leftcenter	-1.0	36092.66666666666	4.557431003206997
apr.org	left-center	leftcenter	-1.0	35902.0	4.555130739080011
worldpress.org	left-center	leftcenter	-1.0	35873.0	4.554779803803794
hdnews.net	least biased	center	0.0	35843.0	4.554416468651753
ualrpublicradio.org	left-center	leftcenter	-1.0	35159.0	4.546048866401734
daily49er.com	left	left	-1.0	35051.0	4.5447128030211745
kagstv.com	least biased	center	0.0	34917.0	4.543049360639533
foxreno.com	right-center	right-center	1.0	34777.0	4.54130460314287
thecipherbrief.com	least biased	center	0.0	34217.0	4.534254621968749
greensburgdailynews.com	left-center	leftcenter	-1.0	34067.666666666664	4.532355137071245
rooseveltinstitute.org		leftcenter	-1.0	33849.0	4.529558673021163
caribbeanlifenews.com	left-center	leftcenter	-1.0	33736.0	4.528106461140711
lincolncourier.com	left-center	leftcenter	-1.0	32541.66666666667	4.512453137757781
angrywhitemen.org	left	left	-1.0	32537.0	4.512390854819099
junkscience.com	right conspiracy-pseudoscience	conspiracy	1.0	32520.0	4.51216389140557
americablog.com	left	left	-1.0	32451.0	4.511241467305815
conservativepost.com	extreme right	fake-news	1.0	32356.0	4.50996824891543
factwire.org	least biased	center	0.0	32235.0	4.508341147100116
patriotnewsdaily.com	right	right	1.0	32134.0	4.506978304246418
bjreview.com	left-center	fake-news	-1.0	31967.0	4.504715466545888
learnliberty.org	right-center	right-center	1.0	31803.0	4.5024817447857
iwf.org	right	right	1.0	31800.0	4.502440776828883
dailyworld.com	left-center	leftcenter	-1.0	31602.66666666667	4.499737472514626
eutimes.net	right conspiracy-pseudoscience	conspiracy	1.0	31411.0	4.497095588780285
hpenews.com	right-center	right-center	1.0	31327.0	4.495932670123044
americanbridgepac.org	left	left	-1.0	31305.0	4.495627580906491
prwatch.org	left	left	-1.0	31060.0	4.492215433604093
dodgeglobe.com	least biased	center	0.0	30366.0	4.482401889455293
sturgisjournal.com	left-center	leftcenter	-1.0	30265.66666666667	4.480964593801422
crookstontimes.com	least biased	center	0.0	30064.0	4.478061208181518
americanpublicmedia.org	left-center	leftcenter	-1.0	29967.0	4.476657760031162
firstdraftnews.org	least biased	center	0.0	29746.0	4.473443173454762
nationalcenter.org	right	right	1.0	29735.0	4.47328254808767
pontiacdailyleader.com	left-center	leftcenter	-1.0	29677.0	4.47243463049411
justfactsdaily.com	right-center	right-center	1.0	29152.0	4.464683252625275
pratttribune.com	least biased	center	0.0	29059.66666666667	4.4633055730154645
acpeds.org	far-right	fake-news	1.0	28482.0	4.454585729867542
feministfrequency.com	left-center	leftcenter	-1.0	27482.0	4.43906413786105
savethemales.ca	extreme right conspiracy	conspiracy	1.0	27175.0	4.434185533861972
projectcensored.org	left	left	-1.0	27133.0	4.433513820664543
sunlightfoundation.com	left-center	leftcenter	-1.0	26793.0	4.428037553035308
kvpr.org	left-center	leftcenter	-1.0	26645.66666666667	4.425642889204424
blackpigeonspeaks.com	extreme right	fake-news	1.0	26566.0	4.424342515757471
newsblaze.com	extreme right	fake-news	1.0	26333.0	4.420516831228617
politichicks.com	extreme right	right	1.0	26329.0	4.420450859106068
occupydemocrats.com	far left	fake-news	-1.0	26031.0	4.415507535592783
thenewtropic.com	left-center	leftcenter	-1.0	25577.0	4.407866583030776
thepostemail.com	right	fake-news	1.0	24913.0	4.396443460112428
newscorpse.com	left	left	-1.0	24902.0	4.396251668580277
thedailybell.com	right	fake-news	1.0	24683.0	4.392415537742349
escapeallthesethings.com	right-conspiracy	conspiracy	1.0	24644.0	4.391728822490743
thekansan.com	least biased	center	0.0	24621.33333333333	4.391329206425289
discoverthenetworks.org	far right	fake-news	1.0	24539.0	4.389874558390986
americanactionforum.org	right-center	right-center	1.0	24500.0	4.389183810308165
ac2news.com	right	right	1.0	24481.0	4.388846893599511
ire.org	least biased	center	0.0	24344.0	4.386409778881913
livingwhole.org	right-pseudoscience	conspiracy	1.0	24107.0	4.382161182795874
chroniclesmagazine.org	right	right	1.0	24019.0	4.380573003066887
thestrategybridge.org	least biased	center	0.0	23981.0	4.379885398643749
newpol.org	left	left	-1.0	23957.0	4.379450560577981
sayfiereview.com	least biased	center	0.0	23861.0	4.377706841369624
responsibletechnology.org	left-pseudoscience	conspiracy	-1.0	23847.0	4.3774519630245745
syrianews.cc	left	fake-news	-1.0	23644.0	4.373739318351445
alec.org	right	right	1.0	23385.0	4.368955945345503
thelibertybeacon.com	far-right conspiracy-pseudoscience	conspiracy	1.0	23338.0	4.3680822440064455
fightforthefuture.org	left-center	leftcenter	-1.0	23272.0	4.366852369512264
mainebeacon.com	left	left	-1.0	23116.0	4.363931473001837
campaignlifecoalition.com	right	right	1.0	23080.0	4.363254620994686
amtvmedia.com	right	conspiracy	1.0	22651.0	4.355106552954491
homelandsecuritynewswire.com	least biased	center	0.0	22630.0	4.354703744625813
mcdonoughvoice.com	left-center	leftcenter	-1.0	22096.66666666667	4.344346418151619
punchingbagpost.com		right	1.0	21785.0	4.338177499296536
ifamericaknew.org	left-center	leftcenter	-1.0	21618.0	4.334835601526356
understandingthethreat.com	extreme right	fake-news	1.0	21108.0	4.324467659893696
securingdemocracy.gmfus.org	least biased	center	0.0	20984.0	4.321908973547509
icrw.org	left-center	leftcenter	-1.0	20907.0	4.320312491425713
earth.columbia.edu	left-center	leftcenter	-1.0	20891.0	4.319980017164956
butlercountytimesgazette.com	least biased	center	0.0	20824.33333333333	4.318591961515499
orovillemr.com	least biased	center	0.0	20531.33333333333	4.312438306224426
dailyclimate.org		leftcenter	-1.0	20454.0	4.310799483834392
sustainablepulse.com	left-psuedoscience	conspiracy	-1.0	20414.0	4.309949384259016
acting-man.com	right	fake-news	1.0	20338.0	4.308329596317398
conspiracydailyupdate.com	right conspiracy-pseudoscience	conspiracy	1.0	20284.0	4.307175012040345
americasfreedomfighters.com	extreme right	fake-news	1.0	20077.0	4.3027204498961344
savejersey.com		right	1.0	19817.0	4.297059824075058
resourcegovernance.org	left-center	leftcenter	-1.0	19779.0	4.2962262872611605
campaignforliberty.org	right-center	right-center	1.0	19750.0	4.29558908899982
eppc.org	right	right	1.0	19747.0	4.295523118547494
andovertownsman.com	left-center	leftcenter	-1.0	19651.666666666668	4.293421488046937
c4ss.org	left	left	-1.0	19632.0	4.292986666584101
fbherald.com	right-center	right-center	1.0	19623.0	4.292787535198329
thedailybanter.com		left	-1.0	18988.0	4.278502094493883
politicalgarbagechute.com	left satire	satire	-1.0	18717.0	4.272259442940222
themoderatevoice.com	left-center	leftcenter	-1.0	18699.0	4.271841606536499
downsizinggovernment.org	right-center	right-center	1.0	18330.0	4.263186157413705
cdt.org	least biased	center	0.0	18325.0	4.263067682228994
stimson.org	least biased	center	0.0	18091.0	4.257486579073881
upr.org	left-center	leftcenter	-1.0	18009.0	4.255513712819534
icenews.is	left-center	leftcenter	-1.0	17721.0	4.2485127322209
thebreakthrough.org	right-center	right-center	1.0	17507.0	4.243236537941076
colddeadhands.us		right	1.0	17495.0	4.242938770029581
nomorefakenews.com	right conspiracy- pseudoscience	conspiracy	1.0	17443.0	4.241646078001389
populardemocracy.org	left-center	leftcenter	-1.0	17440.0	4.241571382089168
internationalviewpoint.org	far left	left	-1.0	17181.0	4.2350737146995066
thedailyreporter.com	left-center	leftcenter	-1.0	17178.333333333332	4.235006306452597
cftni.org	right-center	right-center	1.0	17175.0	4.234922031428193
washingtonbabylon.com	left	left	-1.0	16915.0	4.228297676474863
darientimes.com	least biased	center	0.0	16791.0	4.225102425574344
mcphersonsentinel.com	least biased	center	0.0	16725.0	4.223392092448771
vaxxter.com	right conspiracy-pseudoscience	conspiracy	1.0	16628.0	4.220866133312124
thecanadianpress.com	least biased	center	0.0	16507.0	4.2176944602053785
ahwatukee.com	least biased	center	0.0	16136.0	4.207822799001508
christianaction.org	extreme right	fake-news	1.0	16109.0	4.207095540419218
fox4beaumont.com	right-center	right-center	1.0	15752.333333333336	4.197372462576688
mediafiledc.com	left-center	leftcenter	-1.0	15634.0	4.194097885578952
democratichub.com	left	left	-1.0	15345.0	4.185995193864714
carolinapublicpress.org	left-center	leftcenter	-1.0	15291.0	4.18446428934699
theneed2know.com		center	0.0	15143.0	4.180240600955741
universitybusiness.com	left-center	leftcenter	-1.0	15020.0	4.176698846118572
academia.org	right	right	1.0	14849.0	4.171726453653231
readingthepictures.org	left	left	-1.0	14811.0	4.170613703377405
publicpolicypolling.com		center	0.0	14725.0	4.168084796140683
shorensteincenter.org	least biased	center	0.0	14694.0	4.167169590408632
intrepidreport.com	left	left	-1.0	14693.0	4.167140035508358
exposingtruth.com	left-center	leftcenter	-1.0	14546.0	4.1627734388351865
firstinfreedomdaily.com	right	fake-news	1.0	14544.0	4.162713725583078
lavendermagazine.com	left	left	-1.0	14420.0	4.158995376848309
apsa.org	pro-science (left-leaning)	pro-science	-1.0	14367.0	4.1573963193232295
boonvilledailynews.com	least biased	center	0.0	14328.666666666664	4.156236088058821
ced.org	least biased	center	0.0	14199.0	4.152288344383057
familysurvivalheadlines.com	right	fake-news	1.0	14042.0	4.1474598958471045
friendsofscience.org	right pseudoscience	conspiracy	1.0	14040.0	4.147398039347655
policyed.org	right-center	right-center	1.0	14013.0	4.1465621131575565
altnewsmedia.net	right	right	1.0	13586.0	4.133123575402619
sentinelksmo.org	right	right	1.0	13357.0	4.125741439128715
pacificresearch.org	right-center	right-center	1.0	13111.0	4.117668940562442
teapartypatriots.org	right	fake-news	1.0	12930.0	4.1116321117086
newsrescue.com	right-center	fake-news	1.0	12583.0	4.0998187096152305
infiniteunknown.net	extreme right conspiracy-pseudoscience	conspiracy	1.0	12531.0	4.098020386209668
populationconnection.org	left	leftcenter	-1.0	12282.0	4.0893044518478705
interpretermag.com	left-center	leftcenter	-1.0	11810.0	4.072286669509892
freepress.org	far left	left	-1.0	11761.0	4.070481175066019
nccivitas.org	right	right	1.0	11686.0	4.067703044040066
memepoliceman.com	least biased	center	0.0	11601.0	4.064532861131578
redalertpolitics.com		right	1.0	11455.0	4.05903300496378
pressfortruth.ca	right conspiracy-pseudoscience	conspiracy	1.0	10981.0	4.040681439373358
truthinmedia.com	extreme right	fake-news	1.0	10902.0	4.037546012085826
americanconsequences.com	right	right	1.0	10717.0	4.030113752707593
afj.org	left	left	-1.0	10596.0	4.025182934335449
syriana-analysis.com	left	fake-news	-1.0	10433.0	4.018450832386356
redoubtnews.com	right-conspiracy	conspiracy	1.0	10342.0	4.014646524684032
filmingcops.com	left	fake-news	-1.0	10304.0	4.013047996115231
timesheadline.com	left-center	leftcenter	-1.0	10087.0	4.003805073565025
my9nj.com	least biased	center	0.0	9967.0	3.9986080293150943
this.org	left	left	-1.0	9693.0	3.9865030153867407
secureamericanow.org	far right	fake-news	1.0	9481.0	3.9768999509829377
realnews24.com	left conspiracy-pseudoscience	conspiracy	-1.0	9215.0	3.964542466079137
atlanticmedia.com	left-center	leftcenter	-1.0	9052.0	3.956792520370495
thefloridasqueeze.com	left	left	-1.0	9032.0	3.9558320102324216
blackgenocide.org	extreme right	fake-news	1.0	8953.0	3.952017090047426
themilitant.com	left	left	-1.0	8813.0	3.9451730461739
lexingtoninstitute.org	right-center	right-center	1.0	8671.0	3.938119269194312
energycitizens.org	right	right	1.0	8668.0	3.9379690029514527
factsandlogic.org	right	right	1.0	8642.0	3.9366645130000752
c4ads.org	left-center	leftcenter	-1.0	8623.0	3.9357087478426633
eng.majalla.com	right-center	fake-news	1.0	8493.0	3.929112256654661
thoughtcrimeradio.net	right conspiracy-pseudoscience	conspiracy	1.0	8212.0	3.914501822827314
youthrights.org	left-center	leftcenter	-1.0	8179.0	3.912753303671323
thechristianleft.org	left-center	leftcenter	-1.0	8177.0	3.912647106218317
altoday.com	right-center	right-center	1.0	8119.0	3.909556029241175
foreignpolicynews.org	left	left	-1.0	8115.0	3.909342038361309
ruthinstitute.org	extreme right	fake-news	1.0	7990.0	3.902601130666531
maplight.org		leftcenter	-1.0	7871.0	3.896085085423285
thenews.mx	least biased	center	0.0	7793.0	3.891760401456672
medicine.news	right conspiracy-pseudoscience	conspiracy	1.0	7523.0	3.876448786878341
ff.org	right	right	1.0	7126.0	3.8529067587969537
simplepolitics.co.uk	least biased	center	0.0	7100.0	3.851319512648745
ipatriot.com	right	fake-news	1.0	7083.0	3.850278552518037
investigaterussia.org	left-center	leftcenter	-1.0	7077.0	3.849910558301496
staresattheworld.com	extreme right	fake-news	1.0	7055.0	3.848558572123763
ontarioproud.ca	right	right	1.0	6838.0	3.83499260373303
americanindependent.com	left	left	-1.0	6829.0	3.8344207036815328
vaccines.news	right conspiracy-pseudoscience	conspiracy	1.0	6573.0	3.8178296997456056
sonorannews.com	right	right	1.0	6558.0	3.816837630902035
imeu.org	left-center	leftcenter	-1.0	6476.0	3.811373897053893
hoggwatch.com	extreme right	fake-news	1.0	6164.0	3.78993308093175
thenationalpulse.com	extreme right	fake-news	1.0	6129.0	3.787460474518415
burnettcountysentinel.com		center	0.0	6085.0	3.784331948022148
globalintegrity.org	least biased	center	0.0	6002.0	3.778368343355874
jewishpolicycenter.org	right	right	1.0	5831.0	3.765817515309918
bluestemprairie.com	left-center	leftcenter	-1.0	5738.0	3.7588362247469584
fortnightlyreview.co.uk	right-center	right-center	1.0	5617.0	3.749581734865559
patrioticmillionaires.org	left-center	leftcenter	-1.0	5466.0	3.7377490738915577
dailysurge.com	far right	fake-news	1.0	5173.0	3.713826424380525
digifection.com	extreme right	fake-news	1.0	5140.0	3.711047603867034
space.news	far right	conspiracy	1.0	5061.0	3.704322140822235
natmonitor.com	left-center	leftcenter	-1.0	4886.0	3.689042339028172
democracyguardian.com	left	left	-1.0	4743.0	3.6761446803562063
americanfirearms.org	right-center	right-center	1.0	4737.0	3.6755950563867463
cowgernation.com	right	fake-news	1.0	4722.0	3.6742179455767
airwars.org	least biased	center	0.0	4703.0	3.6724673130680823
oilandwaterdontmix.org	left-center	leftcenter	-1.0	4581.0	3.6610550848533783
kansaspolicy.org	right	right	1.0	4211.0	3.624488362513449
thenationalpatriot.com	extreme right	fake-news	1.0	4099.0	3.612783856719735
the-daily.buzz		left	-1.0	4002.0	3.602385590105105
dcstatesman.com		right	1.0	3998.0	3.6019514041335214
afpc.org	right	right	1.0	3967.0	3.598571663482141
councilforthenationalinterest.org	left-center	fake-news	-1.0	3910.0	3.5922878159521305
thecitizen.org.au	left-center	leftcenter	-1.0	3863.0	3.5870371177434555
thelasource.com	left	left	-1.0	3851.0	3.585686278452497
group30.org	least biased	center	0.0	3658.0	3.563362409486607
other98.com	extreme left	fake-news	-1.0	3502.0	3.5444401373176926
theburningspear.com	left	left	-1.0	3463.0	3.539577883345309
act.tv	left	left	-1.0	3430.0	3.5354207180561734
fifthestate.org	left	left	-1.0	3040.0	3.483016420144132
twisted.news	right conspiracy-pseudoscience	conspiracy	1.0	3022.0	3.480438147177817
iowaclimate.org	right conspiracy-pseudoscience	conspiracy	1.0	2958.0	3.471144965160633
jewishbreakingnews.com	right-center	right-center	1.0	2905.0	3.4632956099620027
jointcenter.org	left-center	leftcenter	-1.0	2784.0	3.4448251995097476
ibleedredwhiteblue.com	right	right	1.0	2735.0	3.437116093048078
judicialnetwork.com		right	1.0	2727.0	3.4358443659844413
reporterslab.org	least biased	center	0.0	2726.0	3.43568513794163
ihypocrite.net	extreme right	fake-news	1.0	2660.0	3.425044874551389
ctj.org	left-center	leftcenter	-1.0	2584.0	3.412460547429961
bb4sp.com	extreme right	fake-news	1.0	2522.0	3.4019172505175748
geopoliticsalert.com	left	left	-1.0	2329.0	3.367355921026019
girlsjustwannahaveguns.com	extreme right	fake-news	1.0	2321.0	3.3658622154025553
publicinterestlegal.org		right	1.0	2174.0	3.337459261290656
stpete4peace.org	left	left	-1.0	2109.0	3.3242824552976926
worldcantwait.net	far left	left	-1.0	2105.0	3.3234583668494677
truthbetold.news	left-center	leftcenter	-1.0	2026.0	3.3068537486930087
democracy21.org	left-center	leftcenter	-1.0	2011.0	3.30362797638389
